id,area_sqft,bedrooms,bathrooms,age_years,basement,garage_spaces,lot_size_sqft,floors,neighborhood,year_sold,month_sold,sale_price
4971,1863,4,2,50,0,3,7510,1,Central,2021,8,304000
4972,3306,5,4,15,0,2,14267,2,Central,2023,6,715000
4973,1711,3,1,3,1,2,5116,2,East,2021,3,450000
4974,3238,5,1,3,0,2,11388,2,North,2021,10,620000
4975,901,1,1,1,1,2,2737,1,South,2023,2,244000
4976,1650,3,2,20,0,2,4099,1,North,2021,7,322000
4977,1295,2,1,19,0,3,5194,1,South,2021,4,218000
4978,1348,3,2,3,1,2,4980,1,West,2021,2,264000
4979,1329,2,2,29,1,1,5347,1,East,2021,8,266000
4980,1070,1,1,33,1,3,6250,1,South,2022,5,206000
4981,4406,6,5,4,1,1,17092,3,West,2022,9,743000
4982,1323,3,3,5,0,1,6746,1,North,2023,2,324000
4983,2105,4,2,50,1,2,12356,2,South,2022,8,319000
4984,3403,5,3,7,1,1,18602,2,West,2022,7,523000
4985,1988,3,1,34,1,1,5406,1,North,2023,4,353000
4986,1259,2,2,13,1,1,5115,1,West,2021,7,230000
4987,3060,5,1,36,1,1,6994,2,Central,2021,2,558000
4988,1985,4,1,35,1,2,6688,2,Central,2021,11,419000
4989,2604,4,1,27,1,1,8996,1,North,2022,10,532000
4990,3349,5,4,40,1,2,14250,1,East,2022,7,678000
4991,3991,5,1,46,1,1,17047,2,East,2022,4,892000
4992,2408,3,3,21,0,2,8299,1,Central,2022,7,422000
4993,2485,4,2,3,1,1,13405,2,Central,2023,1,546000
4994,2192,4,1,9,0,1,9020,1,North,2023,1,406000
4995,1566,3,2,34,0,1,4767,2,Central,2021,8,232000
4996,3277,5,4,26,1,2,10021,3,North,2022,5,670000
4997,1130,2,1,3,1,2,6725,1,South,2023,1,301000
4998,1767,2,2,2,1,2,9840,1,South,2021,2,350000
4999,2963,5,4,29,1,3,10077,1,South,2023,2,591000
5000,1676,3,3,4,1,3,4136,2,Central,2021,4,466000
5001,2419,4,3,16,0,2,6264,2,South,2021,6,380000
5002,2467,4,1,33,0,0,12538,1,Central,2021,8,347000
5003,2535,5,5,20,1,2,7978,2,Central,2021,7,636000
5004,1902,4,3,2,1,0,10796,2,Central,2021,12,448000
5005,2521,4,3,3,1,2,7817,1,South,2023,3,524000
5006,1226,2,1,3,0,1,5966,1,West,2022,4,166000
5007,2768,4,3,4,0,3,10711,2,East,2023,5,713000
5008,3475,5,2,20,0,3,7322,1,West,2022,12,489000
5009,1007,2,1,16,1,2,5124,1,North,2022,8,273000
5010,1676,3,1,3,0,2,6130,2,West,2023,4,336000
5011,1250,3,1,2,1,2,5761,1,West,2023,2,284000
5012,2675,4,2,3,1,1,6110,1,West,2021,8,468000
5013,1985,3,1,49,1,3,9795,2,Central,2023,1,391000
5014,1765,2,2,14,0,2,7701,2,North,2022,5,377000
5015,976,2,1,41,0,1,4334,1,South,2022,10,152000
5016,1460,2,1,40,1,2,4627,1,East,2022,4,260000
5017,995,1,1,17,1,1,3274,1,South,2022,12,167000
5018,1947,3,1,30,1,1,7397,1,South,2023,1,358000
5019,2209,4,3,3,1,2,11040,2,North,2021,12,493000
5020,3129,4,3,29,1,2,14466,3,Central,2022,9,690000
5021,2095,3,1,4,0,2,6448,2,Central,2021,1,427000
5022,2322,4,3,39,0,2,7673,2,North,2021,3,394000
5023,3532,5,2,2,1,1,7354,2,North,2021,7,772000
5024,2942,5,1,35,1,2,11445,1,South,2022,9,468000
5025,4466,6,1,2,0,1,26739,2,East,2021,5,983000
5026,2270,4,3,42,1,3,11152,2,West,2022,8,335000
5027,1068,1,1,5,1,0,2663,1,North,2023,5,255000
5028,1521,3,2,27,1,1,6224,1,West,2022,11,246000
5029,3412,4,4,15,0,3,7824,2,North,2022,9,629000
5030,1344,2,1,7,0,3,3229,1,Central,2021,5,282000
5031,1761,2,1,26,1,3,4024,2,Central,2022,9,424000
5032,1655,2,1,47,1,0,5914,2,Central,2021,6,310000
5033,1704,3,1,1,1,2,7752,1,North,2023,6,425000
5034,1940,4,3,45,1,2,4614,1,East,2021,1,387000
5035,1110,1,1,23,1,3,5150,1,North,2021,3,241000
5036,1795,2,1,37,1,0,4155,2,West,2021,8,238000
5037,2020,3,1,8,0,1,6108,2,South,2021,8,333000
5038,4214,5,1,14,1,2,21376,3,West,2022,3,704000
5039,3068,5,3,41,1,1,18097,3,West,2021,1,473000
5040,4240,5,4,10,1,2,17048,3,East,2023,2,1079000
5041,3448,4,2,18,1,3,9894,3,Central,2021,10,702000
5042,2348,3,2,1,1,2,9057,2,East,2021,11,516000
5043,1453,3,2,3,1,2,8552,1,South,2023,6,322000
5044,1872,3,1,26,0,3,4132,2,West,2022,5,335000
5045,2277,4,2,31,0,1,5084,1,Central,2023,6,388000
5046,1889,3,1,22,0,1,10243,1,West,2021,10,237000
5047,1905,4,3,2,0,2,7192,1,West,2023,1,362000
5048,1844,3,1,12,1,0,8273,1,Central,2021,1,337000
5049,1699,3,1,6,1,0,9833,2,East,2022,11,455000
5050,1651,3,3,16,1,1,8067,2,Central,2022,7,431000
5051,1302,2,2,42,1,3,5929,1,North,2023,6,275000
5052,3086,5,3,35,1,3,17684,2,East,2021,11,680000
5053,1462,3,2,2,1,2,5174,1,South,2021,2,311000
5054,1402,3,1,43,0,1,4022,1,East,2023,1,272000
5055,1758,2,1,14,1,1,6636,1,North,2022,4,338000
5056,1656,2,1,33,0,1,4499,2,South,2022,12,297000
5057,1970,4,1,2,1,1,5952,1,South,2021,10,351000
5058,903,1,1,28,1,0,4178,1,South,2022,9,165000
5059,2038,4,2,3,1,2,10295,1,North,2022,10,456000
5060,1690,2,1,12,0,2,10059,1,Central,2021,3,353000
5061,3802,6,5,1,0,1,9581,1,South,2021,3,719000
5062,4344,6,3,3,1,2,14503,1,East,2021,8,1022000
5063,2278,4,3,2,1,2,5949,2,North,2022,9,519000
5064,2241,4,3,3,0,2,13067,1,North,2021,6,419000
5065,3115,5,3,2,1,0,12410,1,Central,2022,7,660000
5066,1391,2,1,29,0,3,5704,1,Central,2021,5,230000
5067,1805,4,3,1,1,2,5453,2,Central,2021,7,498000
5068,1700,3,3,24,1,1,6739,2,East,2023,6,479000
5069,3527,5,4,2,1,2,13843,3,North,2022,2,895000
5070,1111,1,1,47,1,2,4983,1,North,2022,8,217000
5071,1775,2,1,46,0,2,9167,1,West,2022,3,229000
5072,3154,4,4,3,0,2,17002,2,Central,2023,2,738000
5073,1899,4,1,24,1,2,5633,2,Central,2021,11,407000
5074,983,2,1,1,0,2,4341,1,South,2022,10,226000
5075,3985,6,3,46,1,2,16212,3,South,2021,9,698000
5076,2465,3,1,17,1,0,9807,2,North,2022,7,471000
5077,1719,3,2,1,1,0,5698,2,West,2023,5,364000
5078,1215,2,1,5,1,1,5833,1,South,2021,6,257000
5079,2404,3,3,2,1,2,11075,1,East,2023,3,561000
5080,2008,3,1,8,1,1,8998,1,Central,2022,3,424000
5081,1382,3,1,28,1,2,6200,1,West,2022,7,234000
5082,1400,2,2,14,1,1,7480,1,North,2021,8,278000
5083,3417,4,1,8,1,2,9501,2,North,2021,3,650000
5084,1576,2,1,2,1,2,6718,1,West,2021,9,260000
5085,1171,2,1,3,1,1,2851,1,East,2022,7,303000
5086,1694,3,2,2,1,2,6905,2,West,2021,1,369000
5087,3158,4,3,37,1,3,10888,2,North,2022,12,585000
5088,1457,3,1,2,1,1,4474,1,Central,2021,1,320000
5089,1997,4,2,22,1,3,10914,1,West,2023,1,394000
5090,1089,1,1,5,1,2,5691,1,Central,2022,12,297000
5091,1279,3,2,3,1,2,5347,1,South,2021,8,269000
5092,1290,2,1,26,1,0,3738,1,South,2021,9,160000
5093,2879,5,3,13,1,2,11595,2,North,2022,7,666000
5094,1091,2,1,9,0,2,3763,1,Central,2021,7,242000
5095,1356,3,2,22,1,2,7990,1,North,2023,5,300000
5096,1646,3,1,15,0,3,9153,1,North,2021,8,370000
5097,2770,4,2,5,1,2,7242,1,North,2022,3,619000
5098,1350,3,2,20,1,1,3594,1,West,2023,2,241000
5099,2077,4,4,28,1,1,10871,2,Central,2022,4,510000
5100,1169,1,1,1,1,1,5809,1,Central,2023,2,296000
5101,1832,3,1,14,0,3,3794,1,East,2023,2,465000
5102,2458,4,3,2,1,1,9039,1,Central,2023,5,558000
5103,1876,3,1,3,1,1,10640,1,North,2021,7,402000
5104,2178,4,2,20,0,1,5267,2,Central,2022,12,437000
5105,1664,2,1,41,1,3,7343,2,East,2022,2,377000
5106,1054,2,2,42,1,2,4541,1,East,2021,3,272000
5107,2371,3,2,2,0,3,6315,1,North,2021,11,441000
5108,1583,3,1,10,1,2,9045,1,North,2023,1,320000
5109,2600,4,3,22,1,3,9841,1,South,2021,3,516000
5110,3588,5,3,2,0,0,18671,2,North,2021,10,791000
5111,4185,6,1,34,1,1,22283,3,East,2022,5,955000
5112,2853,4,3,33,1,1,17048,1,North,2022,11,535000
5113,2428,4,2,44,1,2,14157,2,North,2022,2,421000
5114,3055,5,5,1,1,2,10522,2,Central,2021,3,731000
5115,1323,2,1,3,0,1,4400,1,Central,2022,9,269000
5116,2375,4,1,39,1,1,6876,2,Central,2021,10,407000
5117,2204,4,1,28,0,2,12881,1,West,2023,6,385000
5118,1833,4,3,43,1,1,4184,1,West,2022,1,291000
5119,3067,4,1,2,1,2,14078,1,Central,2023,6,693000
5120,962,2,2,23,1,0,4133,1,West,2022,3,159000
5121,2461,4,1,21,1,2,12541,2,South,2021,3,358000
5122,3897,6,6,1,1,2,8904,2,North,2022,11,962000
5123,1435,2,1,17,1,2,6687,1,South,2023,1,302000
5124,2029,4,2,23,1,1,9261,2,Central,2021,11,462000
5125,4489,6,2,3,1,1,23653,2,West,2022,7,721000
5126,2149,4,3,4,1,3,7130,2,East,2021,4,562000
5127,2304,4,3,26,1,2,8137,2,North,2022,6,406000
5128,1386,3,2,14,1,2,3124,1,South,2021,4,277000
5129,2187,3,2,41,0,2,11650,1,West,2022,10,286000
5130,3403,4,3,5,0,0,17007,1,East,2021,3,631000
5131,1842,4,3,4,1,3,10015,1,East,2021,1,516000
5132,2088,4,1,49,1,2,7345,1,South,2022,2,300000
5133,1206,2,2,44,1,2,5453,1,West,2022,12,182000
5134,980,1,1,1,1,3,2518,1,Central,2022,9,298000
5135,3905,5,3,35,0,1,20347,1,Central,2022,9,841000
5136,2475,4,1,2,0,2,12887,2,North,2021,10,435000
5137,2332,4,1,1,1,3,11994,2,East,2022,11,542000
5138,935,1,1,4,1,1,2511,1,South,2021,6,182000
5139,2115,4,3,4,1,0,8699,2,East,2023,3,523000
5140,4085,6,4,38,1,2,13197,1,West,2023,3,667000
5141,2130,3,1,30,0,0,9464,1,South,2022,8,282000
5142,1485,3,2,49,1,3,6314,1,West,2021,7,188000
5143,2294,4,2,31,1,0,12734,2,East,2021,6,444000
5144,3136,4,1,10,1,2,16579,3,Central,2021,8,684000
5145,1751,2,1,30,0,1,8196,1,North,2021,3,259000
5146,2624,5,4,50,0,1,13176,2,North,2023,1,542000
5147,2376,4,4,30,0,3,13095,2,West,2022,9,371000
5148,2960,5,3,34,1,2,6587,1,West,2022,5,461000
5149,1778,2,1,46,0,1,3591,1,East,2023,2,327000
5150,1071,2,1,2,0,1,2658,1,Central,2022,6,260000
5151,1817,4,3,30,1,2,4544,1,East,2022,8,447000
5152,1097,2,2,40,1,3,3622,1,East,2022,12,311000
5153,3630,6,5,47,1,2,14704,1,Central,2023,6,873000
5154,2544,5,1,3,1,2,11721,1,East,2021,12,687000
5155,2034,3,3,16,1,1,11183,2,South,2023,1,430000
5156,1681,3,2,28,1,3,8644,2,West,2022,11,307000
5157,1599,2,1,3,1,2,4434,2,West,2022,6,303000
5158,2946,5,1,23,0,2,13128,1,South,2022,8,499000
5159,1807,4,1,4,1,2,3634,2,South,2021,8,387000
5160,1542,3,2,5,1,2,8637,1,South,2022,10,313000
5161,1752,2,1,12,1,3,9720,2,North,2022,10,434000
5162,1509,3,3,18,1,2,8056,2,Central,2021,5,368000
5163,1865,4,2,12,1,3,6587,2,North,2021,2,445000
5164,1928,4,2,15,0,2,8468,1,North,2021,3,367000
5165,968,1,1,4,1,2,2596,1,West,2023,3,194000
5166,3590,5,4,3,1,3,15168,1,West,2021,2,669000
5167,1297,3,2,1,1,1,5881,1,West,2022,11,268000
5168,1469,2,1,3,0,2,8266,1,South,2022,7,239000
5169,1306,3,2,22,1,2,6183,1,Central,2022,9,305000
5170,3066,4,3,36,0,3,14826,2,East,2023,3,667000
5171,1934,3,2,3,1,0,11027,1,East,2022,6,455000
5172,2478,3,1,2,0,1,9891,2,Central,2022,12,454000
5173,1182,1,1,33,0,1,5557,1,South,2021,3,138000
5174,1432,2,1,5,1,1,7408,1,Central,2021,1,296000
5175,2070,3,3,47,1,1,10554,1,East,2022,5,422000
5176,3440,5,5,31,1,2,9342,3,Central,2021,6,689000
5177,3395,5,4,5,1,3,19159,1,South,2021,8,620000
5178,912,2,1,4,1,2,4291,1,Central,2021,6,294000
5179,2406,4,1,18,1,1,9390,1,West,2023,1,393000
5180,4218,6,5,2,1,3,11716,3,West,2023,3,821000
5181,2239,3,2,2,1,2,5165,2,East,2021,5,500000
5182,3102,5,3,3,1,1,17145,2,Central,2022,11,688000
5183,1435,2,2,35,1,1,3808,1,East,2023,6,333000
5184,4301,5,1,17,1,2,13077,1,East,2023,5,992000
5185,2930,5,3,1,1,2,15156,1,West,2022,11,504000
5186,3616,6,5,28,1,2,15028,1,South,2023,4,749000
5187,2025,3,3,11,1,1,5135,2,South,2022,5,375000
5188,1754,2,1,17,1,3,8112,1,West,2021,11,295000
5189,3652,5,4,3,1,1,13796,1,North,2023,1,878000
5190,1480,3,2,19,1,2,5600,1,Central,2022,3,357000
5191,2203,3,2,49,1,2,6105,2,West,2022,6,310000
5192,3097,5,1,2,1,1,7395,3,East,2021,8,723000
5193,3277,5,1,4,0,1,17841,3,South,2023,4,581000
5194,4488,6,3,3,0,1,14357,1,West,2021,2,679000
5195,1002,2,1,3,1,1,4625,1,Central,2021,4,282000
5196,3448,4,3,7,1,1,10587,3,East,2022,10,758000
5197,2609,4,4,38,0,2,13389,1,South,2023,2,422000
5198,1476,3,2,44,1,2,3631,1,South,2021,11,164000
5199,2399,3,2,3,1,2,11577,1,West,2021,10,367000
5200,1003,2,1,19,1,2,3512,1,West,2021,5,165000
5201,2405,3,3,25,1,3,7408,2,South,2021,1,384000
5202,3793,5,5,17,1,3,22288,2,West,2022,6,701000
5203,2489,4,3,11,1,1,10699,1,Central,2022,7,523000
5204,3049,5,4,3,0,2,17954,3,North,2021,7,658000
5205,4402,5,2,15,1,0,22236,2,West,2021,11,659000
5206,1953,3,1,9,0,1,6908,2,Central,2023,2,446000
5207,3399,5,2,36,1,2,15404,1,Central,2021,10,559000
5208,2021,4,3,34,1,2,9451,1,South,2021,9,322000
5209,2771,4,2,2,1,2,11669,1,South,2021,6,485000
5210,1292,3,1,2,1,2,2616,1,Central,2021,12,353000
5211,4171,6,1,44,1,1,17930,3,North,2021,9,764000
5212,1397,2,2,18,0,3,8003,1,East,2022,5,301000
5213,2186,4,2,41,0,0,11617,1,East,2021,10,350000
5214,3124,4,1,2,1,1,15831,3,West,2021,5,492000
5215,2085,4,3,18,0,1,7895,2,South,2021,10,347000
5216,1639,2,1,19,0,3,7636,1,Central,2022,9,368000
5217,1777,3,3,41,1,2,9551,2,South,2023,2,356000
5218,2783,5,4,2,1,2,10580,1,West,2021,11,515000
5219,1312,2,1,3,1,2,7470,1,East,2021,4,323000
5220,1047,2,1,9,1,2,4882,1,South,2023,4,275000
5221,1533,2,1,41,1,3,5604,1,North,2022,5,285000
5222,2224,3,2,46,1,2,7396,2,Central,2022,5,379000
5223,1597,3,1,50,1,3,7327,1,East,2021,12,288000
5224,2311,3,2,48,1,2,5165,2,West,2022,7,292000
5225,2012,4,2,1,1,2,9447,2,West,2021,9,373000
5226,939,2,2,1,1,1,5242,1,North,2022,5,283000
5227,2006,4,3,2,1,3,5264,1,West,2023,2,431000
5228,3411,5,4,5,1,2,8031,3,North,2022,5,731000
5229,1239,2,2,39,1,2,6977,1,West,2021,2,157000
5230,2308,3,1,43,1,2,11912,1,North,2021,6,375000
5231,1844,3,3,3,1,2,10604,1,Central,2021,8,434000
5232,1651,2,1,24,0,1,3894,1,West,2022,8,215000
5233,3264,5,1,45,0,1,13464,1,South,2021,5,382000
5234,2087,3,2,13,1,2,7955,2,South,2022,6,368000
5235,1876,3,2,2,1,0,11235,1,North,2022,11,373000
5236,1281,3,1,13,1,2,5005,1,Central,2022,10,322000
5237,1621,3,2,7,1,2,6996,2,North,2021,7,424000
5238,1946,4,2,21,1,1,6023,2,East,2021,3,434000
5239,1210,3,1,12,0,0,6430,1,South,2021,2,165000
5240,1919,4,4,1,1,3,6703,2,Central,2022,9,531000
5241,3788,6,2,50,1,2,14085,2,East,2021,3,891000
5242,2464,3,3,19,1,1,13914,2,North,2022,1,455000
5243,2104,4,2,14,0,3,9419,1,West,2022,3,325000
5244,4379,6,3,47,1,2,22876,3,Central,2021,3,896000
5245,3213,5,4,3,0,1,15784,2,West,2022,9,555000
5246,2302,4,3,3,0,1,10923,2,East,2023,6,504000
5247,2601,5,4,37,1,1,13485,1,South,2021,4,450000
5248,3496,4,3,4,1,3,20537,3,North,2021,1,706000
5249,2490,4,3,37,0,2,12150,1,South,2021,10,301000
5250,1834,4,3,4,0,2,4068,2,East,2022,10,507000
5251,1738,2,2,1,1,3,5355,2,West,2021,9,328000
5252,3808,5,5,17,1,0,11760,2,Central,2023,1,934000
5253,2362,4,3,3,1,0,4737,2,West,2022,8,402000
5254,1353,3,2,34,1,1,3145,1,North,2022,4,230000
5255,3293,5,5,26,0,0,19589,1,West,2023,2,486000
5256,2446,3,2,45,1,2,8729,1,East,2022,8,409000
5257,1228,2,1,35,1,2,4283,1,East,2022,12,265000
5258,1876,4,1,3,1,1,7155,2,East,2023,4,526000
5259,2347,4,4,37,0,1,11212,1,North,2021,6,338000
5260,2927,4,2,26,1,1,11256,2,North,2021,9,548000
5261,1519,2,1,28,1,3,5585,2,East,2021,11,345000
5262,3162,5,1,39,0,2,14449,3,North,2021,4,518000
5263,1692,3,2,21,0,2,8593,2,East,2021,1,436000
5264,1092,2,1,14,1,1,6238,1,South,2022,11,196000
5265,3953,6,4,25,1,2,13641,2,Central,2023,2,933000
5266,1817,4,4,4,0,0,6962,2,Central,2023,6,474000
5267,1316,3,2,3,1,3,3645,1,Central,2021,6,355000
5268,2359,3,2,24,0,2,6032,1,Central,2023,5,435000
5269,2997,4,3,3,0,2,13700,2,Central,2021,11,644000
5270,2378,3,3,2,1,2,9318,2,West,2021,5,390000
5271,1428,3,2,1,1,2,4574,1,Central,2021,12,371000
5272,1282,3,2,23,1,1,6484,1,West,2021,2,226000
5273,957,2,1,6,1,1,3206,1,Central,2021,11,280000
5274,3028,4,3,33,1,2,11303,2,North,2022,9,586000
5275,2411,4,4,7,1,0,7950,1,West,2022,12,334000
5276,1062,2,1,15,1,0,2213,1,Central,2022,2,271000
5277,967,1,1,9,1,2,4843,1,East,2021,7,273000
5278,1919,4,4,26,1,3,9414,1,North,2021,4,419000
5279,4227,5,2,6,0,3,12533,1,East,2021,2,932000
5280,2119,4,3,48,1,0,4700,1,West,2022,1,265000
5281,3914,5,4,46,1,1,20093,2,West,2023,2,621000
5282,1739,2,2,40,1,2,9677,2,East,2021,6,388000
5283,1436,3,2,45,1,3,5320,1,South,2022,3,220000
5284,3401,4,2,12,0,3,16360,1,Central,2023,5,681000
5285,2183,3,2,18,0,3,5390,2,West,2022,7,392000
5286,2530,4,2,33,0,2,12174,2,South,2021,10,418000
5287,3678,6,3,29,1,1,16719,3,Central,2021,10,854000
5288,1097,1,1,43,1,0,5984,1,South,2021,3,116000
5289,1105,1,1,31,0,0,5913,1,South,2022,7,138000
5290,3358,5,2,50,1,2,17967,2,Central,2022,4,631000
5291,959,2,2,5,0,0,5565,1,Central,2023,3,296000
5292,1155,2,1,39,0,2,3854,1,South,2023,3,201000
5293,933,1,1,30,1,2,5037,1,North,2022,4,176000
5294,1367,3,2,29,1,0,7640,1,North,2023,3,250000
5295,2552,5,2,5,0,3,7346,1,Central,2022,3,640000
5296,1269,3,2,36,0,2,6778,1,Central,2023,5,260000
5297,2322,4,2,44,1,3,4761,2,East,2022,11,507000
5298,1804,3,3,3,0,3,5078,1,South,2022,7,351000
5299,1881,4,3,25,1,1,10346,1,South,2022,9,364000
5300,1277,3,1,8,1,1,4067,1,Central,2022,3,297000
5301,3344,4,1,50,1,1,13953,1,South,2021,3,422000
5302,1375,3,1,14,1,2,2750,1,East,2022,12,319000
5303,3018,5,4,3,1,2,11960,3,West,2022,4,596000
5304,2907,5,2,8,0,3,11955,1,South,2022,3,545000
5305,2251,4,1,27,1,1,10219,2,South,2022,10,372000
5306,1727,3,2,2,0,2,9202,1,South,2022,7,381000
5307,2298,3,3,23,1,3,5964,2,West,2022,3,373000
5308,1632,2,1,46,1,2,4585,2,Central,2022,12,356000
5309,2748,5,3,40,1,0,15768,2,East,2021,7,629000
5310,2882,5,2,2,1,2,15021,2,North,2022,7,636000
5311,2101,3,2,50,1,1,7377,2,East,2022,3,409000
5312,2209,4,1,30,0,0,7524,1,North,2021,5,332000
5313,3957,6,6,3,1,1,8803,2,North,2023,1,955000
5314,3682,5,2,1,1,1,9006,1,East,2023,6,989000
5315,2492,3,1,3,1,2,13379,2,Central,2021,1,466000
5316,2086,4,3,39,0,1,7775,1,Central,2021,11,359000
5317,1500,3,2,1,0,2,3730,2,West,2021,6,254000
5318,4065,6,4,3,0,0,17949,3,West,2023,2,707000
5319,1258,3,1,34,0,0,3624,1,Central,2022,8,209000
5320,1953,3,1,22,1,0,10525,2,West,2022,5,328000
5321,1067,1,1,35,0,1,4095,1,West,2022,1,132000
5322,1164,1,1,33,0,1,3872,1,South,2023,3,168000
5323,2367,3,2,2,1,2,5288,2,North,2022,12,492000
5324,4351,5,4,43,1,3,10762,2,East,2022,7,981000
5325,992,2,1,3,1,1,3809,1,Central,2022,10,292000
5326,1892,3,2,20,1,0,10140,2,East,2021,4,409000
5327,928,2,1,26,0,1,4230,1,North,2021,3,150000
5328,1295,2,1,3,0,3,6117,1,West,2021,4,222000
5329,1651,2,1,49,0,2,6228,2,East,2022,12,328000
5330,1767,3,1,15,1,2,6578,1,Central,2021,11,406000
5331,1485,2,2,2,0,1,4174,1,North,2021,3,298000
5332,2399,4,1,46,1,1,10502,2,West,2021,2,303000
5333,1119,1,1,22,0,1,6618,1,West,2023,1,135000
5334,2478,4,1,30,1,3,9043,1,Central,2021,1,421000
5335,3727,5,5,18,1,1,7935,3,East,2022,6,995000
5336,4163,5,5,39,1,2,23813,1,Central,2023,1,871000
5337,1831,4,4,1,1,2,6498,2,North,2021,6,471000
5338,2294,4,3,4,1,2,5034,2,North,2021,12,489000
5339,3712,5,1,14,1,1,14271,2,South,2022,8,725000
5340,1175,1,1,2,1,2,5244,1,West,2022,10,277000
5341,3168,5,3,30,1,0,16820,1,East,2021,7,604000
5342,3920,5,2,9,1,3,21371,2,South,2021,8,735000
5343,1425,3,1,4,1,0,3702,1,East,2021,2,307000
5344,920,1,1,1,1,0,5015,1,East,2022,2,255000
5345,4386,6,2,31,0,1,17741,1,East,2021,12,889000
5346,2400,3,2,39,0,3,4976,1,North,2021,4,349000
5347,1598,2,1,9,1,1,7475,1,Central,2021,4,309000
5348,909,1,1,20,0,2,3599,1,East,2022,5,257000
5349,2086,4,4,3,0,0,8486,2,South,2022,2,393000
5350,1736,3,3,24,1,0,8417,1,West,2022,7,274000
5351,3163,4,4,1,1,2,12048,1,South,2021,6,530000
5352,3678,6,2,15,1,1,15641,3,East,2023,5,1044000
5353,1515,2,2,26,1,2,6111,2,South,2023,5,320000
5354,2421,3,2,45,1,2,9729,1,Central,2021,11,388000
5355,1609,3,2,8,1,3,4865,1,Central,2021,5,421000
5356,1830,3,3,34,0,1,5246,1,North,2021,11,341000
5357,1158,2,2,23,0,2,3928,1,North,2023,6,254000
5358,4123,5,4,45,1,3,14896,1,South,2021,6,636000
5359,3325,4,2,9,1,2,13712,2,East,2023,3,753000
5360,1913,4,2,5,0,1,6823,2,North,2023,5,417000
5361,2330,3,3,43,1,2,11058,2,Central,2022,6,439000
5362,1558,2,1,1,1,3,9324,2,East,2022,6,426000
5363,1882,3,2,2,1,2,7128,1,West,2021,1,303000
5364,2034,4,3,2,1,3,6131,2,East,2021,2,517000
5365,1986,4,4,40,1,2,7961,1,Central,2021,11,418000
5366,4373,6,1,1,1,1,25167,2,North,2022,9,881000
5367,1958,3,1,41,1,1,5751,1,West,2022,3,266000
5368,2071,4,3,13,0,0,11371,1,West,2021,1,298000
5369,2759,5,1,1,1,1,15947,1,West,2023,4,518000
5370,1123,1,1,9,1,3,4805,1,East,2022,1,299000
5371,2078,3,1,3,1,2,7815,1,North,2021,10,359000
5372,1910,4,2,24,1,2,10691,1,West,2022,3,337000
5373,2294,4,4,28,1,2,6949,1,Central,2022,8,431000
5374,3034,4,3,15,1,1,15951,1,North,2021,1,590000
5375,2445,4,2,1,0,1,10664,2,East,2022,1,509000
5376,3139,5,4,27,1,3,10734,3,North,2023,5,692000
5377,2007,3,2,40,1,2,4942,2,West,2021,2,306000
5378,2199,4,1,31,1,2,13143,1,West,2022,6,286000
5379,2605,5,1,39,1,3,14088,1,West,2021,11,403000
5380,907,2,1,3,0,1,4723,1,South,2022,10,213000
5381,1423,3,2,43,0,3,4075,1,North,2022,10,251000
5382,2279,3,1,5,1,3,8681,2,West,2022,8,392000
5383,1283,2,1,1,1,1,3342,1,South,2023,1,275000
5384,1474,2,2,40,0,0,6826,1,North,2021,12,206000
5385,2263,4,3,46,1,3,5120,2,East,2022,11,498000
5386,2209,3,3,27,1,2,7312,1,South,2021,3,326000
5387,2224,3,1,3,1,0,8416,1,Central,2022,5,460000
5388,3790,6,5,4,1,2,18675,1,North,2023,2,921000
5389,1906,4,3,14,1,2,11184,1,East,2021,1,473000
5390,3201,5,2,43,1,2,9949,1,South,2021,9,474000
5391,1010,1,1,2,0,3,4184,1,West,2021,5,170000
5392,2094,3,2,38,1,3,11779,1,East,2023,4,486000
5393,2566,5,4,4,1,3,7005,1,West,2021,2,524000
5394,1945,3,1,37,1,0,6175,2,East,2023,2,425000
5395,2784,5,3,45,1,2,14836,2,North,2021,10,559000
5396,2256,3,1,11,1,1,7296,1,South,2022,5,357000
5397,1232,3,3,7,1,1,5465,1,Central,2021,8,298000
5398,2483,3,1,37,1,3,13208,1,East,2023,5,480000
5399,1884,4,1,18,1,2,9765,2,West,2021,1,318000
5400,2768,5,1,29,1,3,14538,1,Central,2022,6,618000
5401,1571,2,1,24,1,0,7168,1,North,2023,4,276000
5402,4229,6,4,3,1,3,16059,2,West,2022,3,768000
5403,4476,6,5,40,0,1,16474,2,South,2022,7,727000
5404,1567,3,2,3,1,1,5177,1,South,2022,7,314000
5405,1906,4,3,46,1,2,8141,1,South,2023,4,353000
5406,2693,5,2,4,1,1,12604,1,Central,2022,3,602000
5407,3654,6,2,32,0,2,9758,3,South,2021,12,682000
5408,2130,4,3,4,1,3,11163,2,North,2021,5,487000
5409,2384,4,3,5,1,2,6833,2,North,2022,1,510000
5410,1847,3,3,5,1,1,4475,1,North,2021,8,388000
5411,1659,2,1,33,0,1,9332,2,Central,2021,6,340000
5412,1514,2,1,20,1,2,5500,2,East,2021,6,328000
5413,2914,5,2,42,1,2,8576,2,Central,2023,6,621000
5414,1576,2,1,5,1,2,9351,2,Central,2023,2,371000
5415,1227,2,1,29,1,1,2875,1,Central,2022,6,268000
5416,2298,4,2,33,0,2,6643,2,South,2023,6,371000
