customer_id,gender,senior_citizen,partner,dependents,tenure_months,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract_type,paperless_billing,payment_method,monthly_charges,total_charges,churn
7297-VUVFL,Male,0,Yes,No,12,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Two year,Yes,Mailed check,89.75,1034.79,No
1835-OJPXQ,Female,0,Yes,No,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),36.33,2405.43,No
3508-CROUM,Female,0,No,No,60,Yes,No,DSL,Yes,No,No,No,No,No,One year,No,Electronic check,69.95,4301.56,No
5032-PRMRZ,Female,0,Yes,No,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),46.74,392.04,Yes
5936-FDZGC,Male,1,No,No,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,45.21,483.8,Yes
6050-LVSXV,Male,0,No,No,56,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,One year,No,Bank transfer (automatic),115.56,6370.06,No
0703-ZSUYX,Female,0,Yes,Yes,36,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,125.83,4356.65,Yes
9257-ARLBW,Male,1,No,No,58,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,102.12,5686.4,No
1298-ODEUA,Male,0,No,No,39,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,134.97,5338.55,Yes
5803-PTINR,Male,1,No,No,71,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,141.17,9975.14,Yes
8457-SDYVH,Male,1,Yes,Yes,57,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,101.76,5884.37,No
6871-CAHHJ,Male,0,No,Yes,7,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Mailed check,108.32,761.28,No
1214-NIRVB,Female,0,No,No,33,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.19,598.0,No
7809-WFHUF,Female,0,Yes,No,49,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,90.34,4591.24,Yes
4360-SUSEA,Male,0,Yes,Yes,17,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,One year,No,Mailed check,96.86,1600.45,No
5562-TEDHU,Male,0,Yes,No,1,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),86.88,86.88,No
7738-ARZVV,Male,0,Yes,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),34.72,395.5,No
0876-SRJCL,Female,0,Yes,No,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,34.5,1688.4,No
0325-RNDNU,Male,0,No,No,53,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,126.39,6374.42,No
5035-QRYFT,Female,0,Yes,Yes,12,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),114.66,1384.39,No
0093-YUNGV,Male,0,No,No,55,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.22,1014.43,No
2842-TDMZY,Female,0,No,No,52,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,78.94,4255.2,No
0499-VBXTG,Male,0,No,No,70,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,One year,No,Electronic check,131.56,9384.51,No
6439-TTKSR,Female,0,No,Yes,65,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),106.55,7222.35,No
0285-BBNLV,Male,0,Yes,No,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,38.65,2635.47,No
8723-YCANC,Female,0,No,Yes,71,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,One year,No,Electronic check,99.64,7144.78,Yes
5193-GSDMO,Male,0,No,No,41,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),123.33,5231.94,No
1200-BKKBQ,Female,0,Yes,No,44,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),78.0,3446.49,No
5321-PNLGS,Female,0,Yes,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),37.96,1105.96,No
0810-BXMHB,Male,0,Yes,Yes,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,37.89,1799.32,No
4329-THSBW,Female,0,Yes,No,18,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,85.38,1551.51,Yes
2712-PEWMR,Female,0,Yes,No,55,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),121.29,6733.16,No
4619-FKTRX,Male,0,Yes,No,4,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,Yes,Mailed check,73.79,303.8,No
6914-FZPLX,Male,0,Yes,Yes,26,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,111.18,2798.34,No
5555-DSYNF,Male,0,No,Yes,23,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,104.57,2518.4,Yes
2740-RUSCZ,Female,0,Yes,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),36.15,2562.64,No
1983-WQGLR,Female,0,No,No,18,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),92.52,1672.65,Yes
7857-PVQWC,Male,1,No,No,67,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,82.11,5572.0,No
5235-JUCNL,Male,0,No,Yes,15,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,146.96,2144.74,No
4047-LLLUS,Female,0,Yes,No,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,39.94,2050.71,No
4369-LOVBM,Female,0,No,No,33,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,91.25,3066.44,No
9575-EUJBP,Male,0,Yes,No,32,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,95.05,3169.0,No
5687-YMUBJ,Female,0,Yes,No,72,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,No,Bank transfer (automatic),114.42,8366.94,No
4506-ETKTL,Male,0,No,No,25,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),62.69,1546.19,Yes
0175-URARH,Male,0,Yes,No,23,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),122.94,2916.72,Yes
3593-HPWZV,Female,0,Yes,No,51,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Mailed check,102.45,5015.56,No
7645-MAMHR,Male,0,Yes,No,59,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),104.87,6485.63,No
4944-CPOYN,Male,0,Yes,No,72,Yes,Yes,DSL,No,No,No,Yes,No,Yes,One year,No,Electronic check,83.4,5971.56,No
2704-MGUCS,Male,1,Yes,No,57,No,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),92.65,5445.46,No
5518-NTFLI,Female,0,No,No,49,Yes,No,DSL,No,No,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),86.27,4395.01,No
0232-IVXLU,Female,0,Yes,No,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,39.36,1519.78,No
8872-QGKCJ,Male,0,No,No,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),39.45,2077.83,No
0606-VKPPL,Male,0,No,No,51,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),106.96,5386.9,No
3127-FBUMH,Male,0,No,No,24,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),114.26,2670.25,Yes
4943-QDIBU,Female,0,No,Yes,55,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,One year,No,Mailed check,110.05,6244.73,Yes
5186-VKINP,Male,0,No,No,23,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,One year,No,Credit card (automatic),99.11,2213.05,No
7637-YKRSV,Female,0,No,No,44,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.6,3222.36,No
8144-TCAJN,Male,0,No,No,28,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,One year,No,Bank transfer (automatic),94.42,2633.07,No
2268-RBPLC,Male,0,Yes,Yes,32,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,68.47,2169.91,Yes
2596-LLCUE,Male,0,No,No,52,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,80.03,4076.71,Yes
1197-ITRIP,Male,0,No,Yes,9,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,122.85,1063.13,Yes
1092-TGMTE,Female,0,No,No,2,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,83.75,163.82,Yes
4265-IVBEH,Male,0,No,Yes,16,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,80.65,1292.26,No
4835-ERQJF,Male,1,Yes,No,20,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,81.05,1545.9,No
4567-BAAYF,Male,0,Yes,No,22,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,80.36,1722.82,Yes
6482-WKDWW,Male,0,No,No,61,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,No,Mailed check,115.49,7088.34,No
2189-DOZPR,Male,0,Yes,No,42,Yes,No,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Mailed check,86.41,3644.72,No
7334-JCERC,Male,0,No,Yes,43,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,92.53,4132.81,No
4165-OQRAP,Male,0,Yes,No,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,35.1,1860.23,No
0273-QOHVP,Female,0,No,No,59,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,One year,No,Bank transfer (automatic),132.61,7658.62,No
3231-RSXZP,Male,0,No,Yes,1,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),106.05,106.05,No
0998-LDQQL,Male,0,Yes,No,65,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,90.57,5813.7,No
8898-YQMGB,Female,0,Yes,No,72,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),129.35,9514.2,Yes
7016-QOFPZ,Male,0,Yes,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,36.37,528.24,No
1705-PWREL,Male,1,No,Yes,54,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),90.87,4723.63,No
5792-WWHPK,Male,0,No,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),38.6,38.6,No
4489-LWWZN,Male,0,Yes,No,7,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,115.92,793.15,No
7096-XPCBU,Female,0,Yes,Yes,30,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,94.67,2864.11,No
6435-LAMTM,Male,0,No,Yes,65,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Mailed check,119.25,7389.47,No
3436-OIWFK,Female,0,No,No,54,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,One year,No,Electronic check,91.83,5117.38,No
9792-NZAYC,Male,1,Yes,No,42,Yes,No,DSL,No,No,No,Yes,Yes,No,Two year,No,Credit card (automatic),69.24,2859.53,No
0521-KJSSC,Male,0,Yes,No,41,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,113.73,4520.55,Yes
1728-HLQSM,Female,0,No,No,43,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),143.13,6355.66,Yes
1338-ZUNAH,Male,0,No,Yes,32,Yes,Yes,DSL,Yes,No,Yes,No,No,No,One year,Yes,Credit card (automatic),89.21,2981.89,No
6361-IZJIN,Female,0,No,Yes,66,Yes,No,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,87.07,5469.15,No
5407-EWCHF,Male,0,No,Yes,49,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Two year,No,Mailed check,91.85,4582.59,No
9874-WYHNY,Female,1,No,No,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),37.6,1630.92,No
6965-KASFD,Male,0,No,No,43,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),135.93,5894.06,Yes
8403-YACHM,Female,0,No,No,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,36.5,2539.64,No
8111-MGSRH,Male,0,Yes,No,58,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,43.48,2635.54,No
7797-JQPNP,Female,0,Yes,No,18,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,91.57,1689.64,Yes
7488-RNZMU,Male,0,Yes,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),36.77,1501.84,No
0272-QZTQM,Female,0,No,No,30,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),117.38,3614.62,No
6670-URXNP,Male,0,No,No,72,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),126.13,8993.13,Yes
4608-FGTVK,Female,0,Yes,No,39,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),94.27,3502.77,No
4731-JLUXL,Male,0,No,No,9,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Mailed check,113.4,988.57,No
6368-DQDSM,Male,0,Yes,No,39,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,115.26,4420.2,Yes
7899-KFYJW,Male,0,Yes,No,33,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,124.69,4089.28,No
8241-PFHKY,Male,0,Yes,Yes,51,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,83.47,4152.63,No
8025-SGAJD,Male,0,No,Yes,25,No,No phone service,Fiber optic,Yes,No,No,Yes,No,No,Two year,Yes,Electronic check,99.21,2529.5,No
0033-UECBG,Female,0,No,No,5,Yes,No,DSL,No,No,No,No,No,No,One year,No,Mailed check,68.11,323.81,No
1899-OFJWB,Female,0,No,No,12,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),131.09,1614.75,Yes
5252-MMZRX,Male,0,No,No,30,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),121.73,3710.97,No
6819-ADAGX,Female,0,Yes,No,35,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,No,Mailed check,123.02,4302.42,No
0688-VPOPL,Male,1,No,No,64,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,105.66,7023.91,No
9034-URWBX,Male,0,Yes,Yes,29,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No,No,One year,No,Electronic check,105.61,2918.66,Yes
0113-ICAGT,Female,0,Yes,No,5,No,No phone service,DSL,Yes,No,No,No,No,Yes,One year,Yes,Credit card (automatic),58.0,277.03,No
4847-BMGRO,Female,1,Yes,No,61,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,87.6,5209.29,Yes
1917-EMGZN,Female,0,Yes,No,66,Yes,No,DSL,No,No,Yes,No,No,No,One year,Yes,Credit card (automatic),67.89,4442.63,No
8215-VWDHW,Male,0,Yes,Yes,45,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),115.11,5306.33,No
3390-JNGOC,Female,0,Yes,No,30,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,97.33,3057.47,No
7776-SUKXX,Male,0,No,No,61,Yes,No,DSL,Yes,No,No,No,No,No,Two year,No,Electronic check,67.18,3936.69,No
8373-TMNHQ,Male,0,Yes,Yes,2,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),129.64,267.06,Yes
0362-DKTXI,Male,0,No,No,69,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),135.55,8942.65,No
1596-JLUOG,Female,0,Yes,No,66,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,102.75,6983.73,No
4345-FOVPI,Female,0,Yes,No,48,Yes,Yes,DSL,No,No,No,No,No,No,Two year,Yes,Electronic check,67.95,3207.74,No
3320-QFNPQ,Female,0,Yes,No,29,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),96.7,2925.72,No
9835-URELZ,Male,0,Yes,Yes,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,46.93,235.13,Yes
1387-EUHOW,Male,0,Yes,Yes,72,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,135.77,9904.65,Yes
6536-QEUPD,Male,1,No,No,60,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),49.34,3044.24,No
8985-CIJYG,Male,0,No,Yes,34,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),129.11,4510.7,No
2889-ULRIZ,Male,0,Yes,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,36.54,107.86,Yes
4365-ZSMOW,Female,1,Yes,No,54,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Two year,Yes,Electronic check,86.55,4599.69,No
9014-TPGAS,Male,1,No,No,72,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,One year,No,Electronic check,119.26,8908.78,No
7206-BWATE,Male,0,Yes,No,57,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),127.0,7258.47,Yes
8783-BIQSL,Male,0,Yes,Yes,11,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,91.24,953.62,No
3032-YDLHQ,Male,0,No,No,39,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,79.07,3085.32,No
5854-WHZIY,Male,0,No,No,14,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),82.44,1166.17,No
6908-CXVEU,Female,0,No,No,68,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,147.74,9696.39,Yes
3793-EJRXE,Female,1,No,No,33,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),78.16,2660.1,Yes
7955-XQPMS,Female,0,Yes,Yes,59,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),124.01,7066.06,No
1087-IYGHW,Male,0,Yes,Yes,11,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,No,Mailed check,107.88,1166.51,No
2642-MVESW,Male,0,Yes,No,16,No,No phone service,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),99.18,1519.11,No
9582-AUSZE,Male,0,No,No,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,44.8,2599.02,No
6989-MWBHF,Female,1,No,Yes,65,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,136.82,9084.42,Yes
4626-FUHWE,Female,0,Yes,No,23,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,111.06,2598.24,Yes
9631-ZJAMV,Male,0,Yes,No,40,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,68.35,2780.12,Yes
4942-ICQUW,Male,0,Yes,No,52,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),97.47,5208.23,No
2233-CHZWT,Male,0,Yes,Yes,62,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,One year,No,Electronic check,64.54,4188.01,No
9142-AGVRI,Female,0,Yes,No,53,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,100.73,5432.61,Yes
7122-LPJVS,Female,0,No,Yes,12,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),103.88,1261.46,No
2784-HLNPP,Female,1,No,No,48,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),121.02,5856.64,No
5909-JYQME,Male,0,Yes,Yes,67,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,115.34,7388.32,Yes
0303-WAJJD,Male,0,Yes,No,66,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),131.88,8995.19,Yes
0717-LYNIK,Male,0,Yes,No,50,Yes,No,DSL,No,No,Yes,Yes,No,Yes,One year,Yes,Mailed check,82.87,4271.69,No
5319-GSWDW,Male,0,Yes,No,72,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Two year,No,Credit card (automatic),84.81,6396.73,No
5446-DEKBK,Male,0,Yes,No,13,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,129.07,1711.05,No
3105-LMSKQ,Female,0,No,Yes,44,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,69.03,3089.9,Yes
1950-LBDMH,Female,0,Yes,No,61,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),141.12,8243.52,No
0399-SPHOI,Male,0,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,37.61,618.4,No
3829-PDFEJ,Female,0,No,Yes,71,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),127.49,9299.82,No
4039-TNMQL,Male,0,No,No,35,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),132.25,4728.53,Yes
5132-SANAO,Male,0,Yes,No,35,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),109.38,3981.74,No
8233-WRUEZ,Male,0,No,No,24,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,134.96,3090.71,Yes
4759-YDFIG,Male,0,No,No,30,No,No phone service,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),99.86,2927.76,No
2019-EMNAD,Male,0,Yes,Yes,50,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),132.34,6832.84,No
8625-YEROV,Male,0,Yes,No,40,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,143.72,5655.41,Yes
6447-VQTWO,Male,0,No,No,22,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,One year,No,Mailed check,120.99,2574.38,No
5892-MHPXM,Female,1,Yes,Yes,63,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),119.5,7401.7,No
9574-QYWLA,Male,0,Yes,No,9,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,136.18,1246.52,Yes
6087-KXIJV,Male,0,Yes,No,64,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,134.44,8445.23,Yes
2479-ETUJH,Male,0,Yes,Yes,29,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,One year,No,Credit card (automatic),67.14,1990.68,No
0021-SCXAJ,Female,0,Yes,No,45,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),81.87,3848.68,Yes
0916-QNWAW,Male,0,Yes,No,37,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),77.37,2918.2,No
7468-ZXYSV,Female,1,No,No,50,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),123.46,6420.05,No
4823-XLNDY,Male,1,Yes,Yes,62,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),17.85,1102.4,Yes
5788-SNZHD,Male,0,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),35.52,2666.35,No
0063-TGYHJ,Female,0,No,Yes,31,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,125.38,3971.84,Yes
4135-MHEOB,Male,0,Yes,No,48,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,83.76,3851.59,No
4405-EFJJJ,Male,0,No,No,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,34.82,1453.08,No
6418-OKMNJ,Male,0,No,No,72,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,129.5,9233.1,No
1783-MDKMI,Female,0,No,No,63,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,Yes,Electronic check,76.56,4808.34,No
